Track,Artist,RL,Release Date,Spotify Streams,TikTok Views,Shazam Counts,Explicit Track
Levitating (feat. DaBaby),Dua Lipa,1,3/27/2020,"2,074,721,986","2,649,555,956","7,948,325",0
New Rules,Dua Lipa,1,1/1/2015,"2,098,443,322","1,171,223,563","12,753,303",0
Don't Start Now,Dua Lipa,1,10/31/2019,"2,607,121,959","3,535,661,993","13,421,701",0
Arcade,Duncan Laurence,1,3/7/2019,"1,184,536,529","6,956,515,458","11,835,805",0
Castle on the Hill,Ed Sheeran,1,1/6/2017,"1,340,305,216","545,871,218","23,833",0
Shivers,Ed Sheeran,1,1/1/2020,"1,568,058,093","1,292,107,474","10,179,048",0
Bad Habits,Ed Sheeran,1,1/1/2020,"1,754,311,538","2,658,904,267","15,886,717",0
Thinking out Loud,Ed Sheeran,1,11/20/2011,"2,502,925,593","548,933,681","26,904,347",0
Photograph,Ed Sheeran,1,1/1/2013,"2,525,355,904","4,406,781,129","17,163,765",0
Shape of You,Ed Sheeran,1,1/6/2017,"3,909,458,734","2,320,856,331","1,146,246",0
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,1,2/1/2015,"1,532,983,094","732,908,886","19,968,269",0
Not Afraid,Eminem,1,5/3/2010,"1,012,914,789","1,528,287,223","4,634,201",1
Godzilla (feat. Juice WRLD),Eminem,1,1/17/2020,"1,456,635,235","310,162,794","3,056,826",1
Love The Way You Lie,Eminem,1,1/1/2010,"1,532,052,160","223,136,013","10,011,625",1
Mockingbird,Eminem,1,11/12/2004,"1,680,919,413","76,886,329","9,764,188",1
The Real Slim Shady,Eminem,1,1/1/2000,"1,798,020,679","771,015,965","6,637,985",1
'Till I Collapse,Eminem,1,5/26/2002,"1,958,809,069","54,356,279","4,812,702",1
Without Me,Eminem,1,1/1/2002,"2,146,682,342","177,890,147","13,371,463",1
"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,1,10/29/2002,"2,194,935,773","20,114,190","10,419,522",1
Bring Me To Life,Evanescence,1,1/1/2003,"1,129,346,989","906,228,976","12,505,209",0
Pepas,Farruko,1,6/24/2021,"1,500,499,584","4,067,248,819","17,210,946",1
Feliz Cumpleaï¿½ï¿½os Fe,Feid,1,8/19/2022,"944,833,760","1,137,735,925","1,105,660",0
Work from Home (feat. Ty Dolla $ign),Fifth Harmony,1,1/1/2016,"1,429,277,695","1,155,210,017","10,883,810",0
Pumped Up Kicks,Foster The People,1,1/1/2010,"1,791,778,314","2,757,623,631","16,415,660",0
Life Is Good (feat. Drake),Future,1,1/10/2020,"1,237,874,594","964,755,757","5,329,382",1
Mask Off,Future,1,1/1/2017,"1,596,770,801","2,521,784,913","11,357,103",1
Runaway (U & I),Galantis,1,10/5/2014,"895,051,532","730,346,946","110,053",0
Him & I (with Halsey),G-Eazy,1,11/30/2017,"949,651,805","529,467,091","13,315,971",1
"Me, Myself & I",G-Eazy,1,10/14/2015,"1,280,838,046","439,764,052","10,221,814",1
Shotgun,George Ezra,1,3/23/2018,"930,662,973","114,370,699","7,331,922",0
Budapest,George Ezra,1,11/3/2013,"1,142,061,871","42,711,557","12,360,774",0
Heat Waves,Glass Animals,1,6/29/2020,"2,996,181,078","5,518,429,969","17,848,778",0
Somebody That I Used To Know,Gotye,1,1/1/2011,"1,752,826,514","4,679,645,090","37,339,828",0
Sweet Child O' Mine,Guns N' Roses,1,7/21/1987,"1,879,386,440","673,282,408","10,345,515",1
Without Me,Halsey,1,10/4/2018,"2,042,792,456","2,216,715,741","14,816,076",1
Golden,Harry Styles,1,12/13/2019,"912,294,568","1,255,165,488","2,324,716",0
Late Night Talking,Harry Styles,1,5/20/2022,"959,639,297","580,526,441","4,053,289",0
Falling,Harry Styles,1,12/13/2019,"1,225,776,509","188,148,281","1,958,247",0
Sign of the Times,Harry Styles,1,4/7/2017,"1,532,653,504","500,970,525","18,327,076",0
Adore You,Harry Styles,1,12/6/2019,"1,670,164,200","805,399,161","6,307,292",0
Watermelon Sugar,Harry Styles,1,11/17/2019,"2,708,151,499","2,738,127,473","9,612,968",0
As It Was,Harry Styles,1,3/31/2022,"3,301,814,535","15,405,881,843","14,967,379",0
Take Me to Church,Hozier,1,9/16/2013,"2,544,489,950","261,203,495","29,306,436",0
Bad Liar,Imagine Dragons,1,11/6/2018,"1,056,929,910","2,058,078,137","11,123,506",0
Bones,Imagine Dragons,1,3/11/2022,"1,227,475,431","2,255,843,288","7,031,981",0
Natural,Imagine Dragons,1,7/17/2018,"1,228,556,153","396,994,100","10,463,981",0
Whatever It Takes,Imagine Dragons,1,5/9/2017,"1,257,258,072","340,416,328","12,160,416",0
Radioactive,Imagine Dragons,1,1/1/2012,"1,836,362,703","640,674,307","16,364",0
Demons,Imagine Dragons,1,1/1/2012,"2,270,796,677","296,361,891","18,161,724",0
Thunder,Imagine Dragons,1,4/27/2017,"2,384,768,901","906,537,912","13,844,050",0
Believer,Imagine Dragons,1,1/31/2017,"3,006,226,762","5,876,458,723","21,306,706",0
Lemonade,Internet Money,1,8/14/2020,"1,320,495,311","1,355,578,291","4,854,882",1
Replay,Iyaz,1,1/1/2009,"941,989,512","239,082,117","6,223,045",0
Mi Gente,J Balvin,1,6/30/2017,"1,478,442,472","1,018,060,369","19,858,741",0
LA CANCIï¿½,J Balvin,1,6/28/2019,"1,706,325,903","143,346,183","3,149,000",0
Work Out,J. Cole,1,7/4/2011,"955,547,971","130,023,976","5,104,518",1
Wet Dreamz,J. Cole,1,12/9/2014,"1,244,864,869","49,460,597","2,769,408",1
MIDDLE CHILD,J. Cole,1,1/24/2019,"1,285,518,117","72,297,780","3,638,588",1
No Role Modelz,J. Cole,1,12/9/2014,"2,235,160,830","885,273,359","5,513,979",1
Say You Won't Let Go,James Arthur,1,9/9/2016,"2,830,962,669","792,720,612","5,869",0
Let It Go,James Bay,1,1/1/2014,"1,197,774,081","112,554,627","9,218,458",0
I'm Yours,Jason Mraz,1,1/1/2008,"1,878,098,512","175,364,993","12,571,538",0
Bang Bang,Jessie J,1,1/1/2014,"1,336,196,012","243,157,936","6,269,103",0
No Me Conoce - Remix,Jhay Cortez,1,5/17/2019,"1,367,265,268","109,739,416","2,785,821",0
Like Crazy,Jimin,1,3/24/2023,"1,165,398,518","25,133,495","830,091",0
All of Me,John Legend,1,1/1/2012,"2,382,407,025","643,209,321","28,058,207",0
Glimpse of Us,Joji,1,6/10/2022,"1,262,308,912","8,988,453,878","4,350,230",0
SLOW DANCING IN THE DARK,Joji,1,9/12/2018,"1,291,244,134","1,853,292,133","1,785,813",1
Mama,Jonas Blue,1,5/5/2017,"955,563,174","85,857,976","7,735,883",0
Perfect Strangers,Jonas Blue,1,6/3/2016,"1,050,246,077","62,167,288","9,355,617",0
Fast Car,Jonas Blue,1,12/4/2015,"1,145,882,592","88,978,424","10,070,305",0
Sucker,Jonas Brothers,1,3/1/2019,"1,411,856,834","280,853,608","6,948,452",0
Wishing Well,Juice WRLD,1,7/10/2020,"901,486,450","482,804,184","1,303,125",1
Bandit (with YoungBoy Never Broke Again),Juice WRLD,1,3/8/2019,"925,747,848","28,961,155","1,677,812",1
Come & Go (with Marshmello),Juice WRLD,1,7/9/2020,"959,313,617","37,813,204","3,451,067",1
Robbery,Juice WRLD,1,2/13/2019,"1,306,374,052","281,781,468","1,815,403",1
All Girls Are The Same,Juice WRLD,1,4/13/2018,"1,615,353,665","294,545,167","3,146,346",1
Lucid Dreams,Juice WRLD,1,5/4/2018,"2,548,389,305","338,071,383","9,308,937",1
Seven (feat. Latto) (Explicit Ver.),Jung Kook,1,7/14/2023,"1,673,557,134","761,760,624","2,310,409",1
Baby,Justin Bieber,1,1/1/2010,"952,635,214","1,174,409,085","4,413,818",0
Intentions (feat. Quavo),Justin Bieber,1,2/7/2020,"1,177,960,398","517,889,307","4,952,770",0
Ghost,Justin Bieber,1,3/19/2021,"1,586,830,204","1,180,485,094","4,413,143",0
What Do You Mean?,Justin Bieber,1,11/20/2011,"1,599,742,798","155,713,369","6,038,700",0
Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,1,3/19/2021,"1,612,286,123","4,702,037,810","7,848,760",1
Sorry,Justin Bieber,1,10/23/2015,"2,089,476,497","376,376,728","9,657,077",0
Love Yourself,Justin Bieber,1,11/9/2015,"2,423,583,406","546,197,873","16,182,850",0
Mirrors,Justin Timberlake,1,1/1/2013,"1,047,154,254","2,060,063,173","14,564,665",0
"CAN'T STOP THE FEELING! (Original Song From Dreamworks Animation's ""Trolls"")",Justin Timberlake,1,5/6/2016,"1,733,302,434","153,590,873","15,828,266",0
TQG,KAROL G,1,2/23/2023,"1,024,381,758","248,168,852","3,488,226",1
PROVENZA,KAROL G,1,4/22/2022,"1,185,929,926","2,829,294,043","3,397,861",0
Tusa,KAROL G,1,11/7/2019,"1,497,511,486","414,336,041","7,663,807",0
The One That Got Away,Katy Perry,1,1/1/2010,"921,351,898","397,746,382","4,674,619",0
Firework,Katy Perry,1,1/1/2010,"1,065,375,074","686,049,802","8,932,134",0
Last Friday Night (T.G.I.F.),Katy Perry,1,1/1/2010,"1,144,535,829","592,235,618","4,134,026",0
Roar,Katy Perry,1,1/1/2013,"1,156,191,242","385,015,724","1,261",0
Dark Horse,Katy Perry,1,1/1/2013,"1,445,950,326","984,530,315","19,991,903",0
DNA.,Kendrick Lamar,1,4/14/2017,"1,157,112,366","97,997,064","2,244,068",1
LOVE. FEAT. ZACARI.,Kendrick Lamar,1,4/14/2017,"1,343,672,718","221,728,131","5,928,064",1
Money Trees,Kendrick Lamar,1,1/1/2012,"1,476,217,041","1,484,578,640","6,010,383",1
All The Stars (with SZA),Kendrick Lamar,1,1/4/2018,"1,638,529,683","211,875,110","8,746,447",1
HUMBLE.,Kendrick Lamar,1,3/31/2017,"2,226,869,580","769,720,113","7,692,756",1
Love Lies (with Normani),Khalid,1,2/14/2018,"937,339,123","56,608,149","5,381,698",1
Talk (feat. Disclosure),Khalid,1,2/7/2019,"968,194,426","175,481,915","5,865,620",0
Better,Khalid,1,9/14/2018,"1,355,539,058","1,105,088,867","6,630,901",0
Location,Khalid,1,5/24/2016,"1,369,299,352","77,860,109","4,283,369",0
Young Dumb & Broke,Khalid,1,1/1/2017,"1,527,159,800","216,666,194","6,513,209",0
Sex on Fire,Kings of Leon,1,1/1/2008,"1,427,050,913","391,021,166","8,199,199",0
ZEZE (feat. Travis Scott & Offset),Kodak Black,1,10/12/2018,"1,070,685,587","463,776,007","4,235,259",1
Rain On Me (with Ariana Grande),Lady Gaga,1,5/22/2020,"1,060,378,159","538,854,965","3,888,061",0
Just Dance,Lady Gaga,1,1/1/2008,"1,062,571,821","623,454,990","7,126,620",0
Bad Romance,Lady Gaga,1,1/1/2009,"1,229,109,018","687,368,332","6,810,104",1
Always Remember Us This Way,Lady Gaga,1,10/5/2018,"1,269,760,706","573,562,180","9,755,956",0
Poker Face,Lady Gaga,1,1/1/2008,"1,285,242,562","1,231,170,484","8,551,662",0
Shallow,Lady Gaga,1,9/27/2018,"2,447,973,078","168,789,459","153,863",0
Young And Beautiful,Lana Del Rey,1,1/1/2013,"1,256,488,099","881,937,736","6,185,418",0
Summertime Sadness,Lana Del Rey,1,1/1/2011,"1,442,872,605","1,549,975,311","8,122,251",0
I Like Me Better,Lauv,1,5/19/2017,"1,784,308,411","886,160,801","7,684,583",0
Bruises,Lewis Capaldi,1,3/31/2017,"1,135,588,382","120,059,618","2,299,610",0
Before You Go,Lewis Capaldi,1,5/17/2019,"1,920,784,716","1,042,158,771","12,280,979",0
Someone You Loved,Lewis Capaldi,1,11/8/2018,"3,427,498,835","2,161,032,034","29,266,297",0
Yes Indeed,Lil Baby,1,5/15/2018,"1,110,994,645","194,904,663","3,561,319",1
Drip Too Hard (Lil Baby & Gunna),Lil Baby,1,9/12/2018,"1,486,929,795","523,849,646","4,911,610",1
Old Town Road,Lil Nas X,1,3/14/2019,"1,010,494,713","1,981,431,049","8,856,633",0
THATS WHAT I WANT,Lil Nas X,1,9/17/2021,"1,062,095,453","3,501,946,982","5,957,065",1
Old Town Road - Remix,Lil Nas X,1,4/5/2019,"1,527,106,099","478,304,071","12,855,943",0
MONTERO (Call Me By Your Name),Lil Nas X,1,3/26/2021,"1,902,241,314","7,655,286,423","10,553,717",1
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,1,7/23/2021,"2,014,959,725","9,558,947,943","12,693,846",1
Falling Down - Bonus Track,Lil Peep,1,9/19/2018,"1,156,060,152","153,710,600","3,142,956",1
Ransom,Lil Tecca,1,5/22/2019,"1,355,971,796","532,109,309","2,972,685",1
20 Min,Lil Uzi Vert,1,11/17/2017,"1,006,734,157","144,628,943","2,385,566",1
XO Tour Llif3,Lil Uzi Vert,1,8/25/2017,"2,123,458,039","293,246,122","28,504",1
XO Tour Llif3,Lil Uzi Vert,1,3/24/2017,"2,123,458,039","17,150,790","5,943,217",1
In the End,Linkin Park,1,10/24/2000,"2,045,512,421","729,532,806","26,145",0
The Night We Met,Lord Huron,1,2/9/2015,"2,097,181,065","1,722,597,041","8,832,956",0
Royals,Lorde,1,1/1/2012,"1,232,502,989","198,680,803","16,239,587",0
Where Are You Now,Lost Frequencies,1,7/30/2021,"1,223,329,465","413,908,070","8,462,590",0
Body,Loud Luxury,1,10/27/2017,"1,187,784,950","130,962,355","9,782,303",0
Glorious (feat. Skylar Grey),Macklemore,1,6/15/2017,"899,431,434","813,589,191","3,585,978",1
Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,1,10/9/2012,"2,397,109,372","715,739,402","29,296,074",0
Light It Up (feat. Nyla & Fuse ODG) [Remix],Major Lazer,1,5/29/2015,"1,293,191,157","19,401,692","10,975,728",0
Lean On (feat. Mï¿½ï¿½ & DJ Sn,Major Lazer,1,11/20/2011,"2,080,878,370","289,518,843","26,993,119",1
Felices los 4,Maluma,1,4/21/2017,"932,817,713","177,718,441","5,644,479",0
Hawï¿½,Maluma,1,7/29/2020,"1,289,186,767","131,926,571","2,387,272",0
La Bachata,Manuel Turizo,1,5/26/2022,"1,721,045,197","2,596,777,974","4,817,885",0
Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,1,11/30/2018,"942,092,206","1,462,282,216","11,510,830",0
Uptown Funk,Mark Ronson,1,11/20/2011,"1,993,030,264","1,268,235,679","23,508,115",1
Don't Wanna Know (feat. Kendrick Lamar),Maroon 5,1,10/11/2016,"946,757,383","49,143,641","9,035,879",0
What Lovers Do (feat. SZA),Maroon 5,1,8/30/2017,"1,206,495,254","50,038,733","11,431,801",0
Animals,Maroon 5,1,11/20/2011,"1,365,755,853","694,003,171","8,434,236",0
Moves Like Jagger - Studio Recording From The Voice Performance,Maroon 5,1,1/1/2010,"1,461,578,587","284,400,429","10,962,898",0
Girls Like You (feat. Cardi B),Maroon 5,1,11/3/2017,"1,650,167,380","405,895,763","10,878,345",1
Maps,Maroon 5,1,1/1/2014,"1,676,528,402","152,847,615","157,957",0
Payphone,Maroon 5,1,1/1/2012,"1,828,026,153","397,860,038","11,327,684",1
Sugar,Maroon 5,1,8/29/2014,"1,838,092,894","406,531,709","10,029,992",1
Memories,Maroon 5,1,9/20/2019,"2,011,072,164","1,458,416,059","14,241,952",0
FRIENDS,Marshmello,1,1/1/2015,"1,436,709,386","930,637,366","11,299,124",1
Silence,Marshmello,1,8/11/2017,"1,592,440,653","807,230,686","8,572,710",0
Happier,Marshmello,1,8/16/2018,"2,143,821,605","809,336,882","10,193,237",0
Scared To Be Lonely,Martin Garrix,1,1/1/2015,"1,254,883,107","113,741,661","6,308,966",0
In The Name Of Love,Martin Garrix,1,10/23/2015,"1,452,194,416","1,030,123,230","8,395,318",0
Space Cadet (feat. Gunna),Metro Boomin,1,11/2/2018,"917,916,061","405,647,527","3,109,292",1
Creepin' (with The Weeknd & 21 Savage),Metro Boomin,1,12/2/2022,"1,337,619,917","1,268,862,678","6,205,060",1
I Took A Pill In Ibiza - Seeb Remix,Mike Posner,1,7/24/2015,"1,949,596,473","141,060,421","23,744,240",1
Wrecking Ball,Miley Cyrus,1,1/1/2013,"930,004,605","1,460,975,398","10,011,230",0
Angels Like You,Miley Cyrus,1,11/27/2020,"940,796,773","3,248,071,918","2,289,799",0
We Can't Stop,Miley Cyrus,1,1/1/2013,"970,858,824","343,153,571","6,946,040",0
Party In The U.S.A.,Miley Cyrus,1,1/1/2009,"1,587,114,096","338,781,002","3,960,920",0
Flowers,Miley Cyrus,1,1/12/2023,"2,031,280,633","14,603,725,994","11,822,942",0
My Love Mine All Mine,Mitski,1,9/15/2023,"997,702,304","5,469,808,282","2,682,219",0
Last Night,Morgan Wallen,1,1/31/2023,"922,010,059","811,685,466","2,665,347",1
Ballin' (with Roddy Ricch),Mustard,1,6/28/2019,"907,346,612","245,290,801","5,562,800",1
Let You Down,NF,1,9/15/2017,"1,472,430,869","270,757,450","8,887,316",0
Slow Hands,Niall Horan,1,5/4/2017,"946,043,494","93,693,477","4,873,266",0
This Town,Niall Horan,1,9/29/2016,"957,810,500","159,860,013","5,142,901",0
Starships,Nicki Minaj,1,1/1/2012,"1,125,407,888","275,858,975","10,373,004",1
Smells Like Teen Spirit,Nirvana,1,9/24/1991,"2,021,910,364","720,283,921","12,775,440",0
vampire,Olivia Rodrigo,1,6/30/2023,"998,964,097","1,448,207,880","4,872,257",1
favorite crime,Olivia Rodrigo,1,5/21/2021,"1,058,390,692","1,391,309,287","1,174,650",0
happier,Olivia Rodrigo,1,5/21/2021,"1,133,535,049","3,266,081,830","1,970,544",1
traitor,Olivia Rodrigo,1,5/21/2021,"1,564,979,439","2,639,611,818","3,156,314",0
deja vu,Olivia Rodrigo,1,4/1/2021,"1,606,975,517","3,758,269,019","3,545,397",1
drivers license,Olivia Rodrigo,1,1/8/2021,"2,184,754,018","3,781,894,216","11,006,064",1
Cheerleader - Felix Jaehn Remix Radio Edit,OMI,1,5/20/2014,"1,663,491,433","60,584,088","23,811,147",0
Drag Me Down,One Direction,1,7/31/2015,"1,125,333,823","175,883,717","4,226,136",0
What Makes You Beautiful,One Direction,1,1/1/2011,"1,265,397,717","437,246,025","7,288,548",0
Story of My Life,One Direction,1,10/28/2013,"1,275,036,167","862,277,477","9,015,652",0
Night Changes,One Direction,1,11/17/2014,"1,548,151,634","1,820,024,186","5,939,223",0
I Ain't Worried,OneRepublic,1,5/13/2022,"1,607,421,145","1,825,552,705","9,091,826",0
Counting Stars,OneRepublic,1,1/1/2013,"2,466,006,842","1,245,061,983","118,910",0
Hey Mor,Ozuna,1,10/6/2022,"986,132,265","2,145,975,300","1,428,200",0
Just Give Me a Reason,P!nk,1,9/14/2012,"1,301,573,727","496,883,852","22,486,414",0
Let Her Go,Passenger,1,1/1/2012,"2,252,713,547","641,996,440","33,584,600",0
"Happy - From ""Despicable Me 2""",Pharrell Williams,1,1/1/2013,"1,379,786,786","2,112,220,730","19,268,856",0
"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",Pitbull,1,1/1/2009,"1,164,166,623","225,165,270","16,112,049",0
Time of Our Lives,Pitbull,1,11/17/2014,"1,283,683,926","590,688,494","8,020,959",1
Timber (feat. Ke$ha),Pitbull,1,1/1/2009,"1,477,150,302","1,166,623,514","13,339,874",0
Dior,Pop Smoke,1,7/26/2019,"1,070,422,470","1,077,344,517","4,711,998",1
For The Night (feat. Lil Baby & DaBaby),Pop Smoke,1,7/3/2020,"1,119,350,842","1,505,078,331","4,546,156",1
What You Know Bout Love,Pop Smoke,1,7/3/2020,"1,125,681,368","2,775,640,343","3,908,069",1
White Iverson,Post Malone,1,6/13/2013,"1,135,209,969","66,145,174","4,346,795",1
Goodbyes (feat. Young Thug),Post Malone,1,7/5/2019,"1,263,989,128","78,005,488","5,216,769",1
Psycho,Post Malone,1,2/23/2018,"1,517,935,273","41,586,060","6,938,949",1
I Fall Apart,Post Malone,1,12/9/2016,"1,638,216,382","103,512,905","3,062,955",1
Wow.,Post Malone,1,12/24/2018,"1,680,612,367","477,810,652","6,704,282",1
Better Now,Post Malone,1,4/27/2018,"1,953,403,531","97,061,584","8,827,325",1
Congratulations,Post Malone,1,11/4/2016,"1,984,802,459","811,673,866","5,233,589",1
Circles,Post Malone,1,8/30/2019,"2,481,391,466","273,522,601","13,634,519",0
rockstar (feat. 21 Savage),Post Malone,1,9/15/2017,"2,960,046,642","456,931,528","19,166,675",1
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,1,10/18/2018,"3,358,704,125","1,597,453,878","1,569,935",0
death bed (coffee for your head),Powfu,1,2/9/2019,"1,656,385,770","5,007,036,875","10,905,647",0
Desesperados,Rauw Alejandro,1,12/10/2021,"1,021,480,638","2,153,526,389","2,591,948",1
Todo De Ti,Rauw Alejandro,1,5/20/2021,"1,339,352,060","4,445,597,088","5,640,680",1
Only Girl (In The World),Rihanna,1,1/1/2010,"1,085,436,198","1,513,290","6,724,803",0
FourFiveSeconds,Rihanna,1,1/24/2015,"1,134,470,968","5,272","8,909,457",0
Work,Rihanna,1,1/28/2016,"1,399,521,364","36,448,419","8,814,930",1
Diamonds,Rihanna,1,1/1/2012,"1,419,912,461","6,890,158","11,373,333",0
Love On The Brain,Rihanna,1,1/28/2016,"1,480,311,407","2,054,878","12,739,673",1
Needed Me,Rihanna,1,1/28/2016,"1,483,572,312","148,422,686","4,076,646",1
Umbrella,Rihanna,1,1/1/2007,"1,535,595,924","123,440,263","166,195",0
We Found Love,Rihanna,1,1/1/2011,"1,655,539,775","831,485","12,779,481",0
The Box,Roddy Ricch,1,12/6/2019,"1,911,559,785","4,574,447,121","11,988,760",1
DESPECHï¿,ROSALï¿½,1,7/28/2022,"1,003,487,432","6,208,638,113","3,205,234",1
Dandelions,Ruth B.,1,4/28/2017,"1,561,518,107","7,603,775,552","4,364,553",0
Roses - Imanbek Remix,SAINt JHN,1,5/4/2019,"1,927,961,994","525,749,281","28,977,015",1
How Do You Sleep?,Sam Smith,1,7/19/2019,"972,593,978","36,540,464","5,795,814",0
Dancing With A Stranger (with Normani),Sam Smith,1,1/11/2019,"1,349,115,675","102,120,652","9,363,816",0
Unholy (feat. Kim Petras),Sam Smith,1,9/22/2022,"1,556,275,789","7,945,975,878","10,192,485",0
I'm Not The Only One,Sam Smith,1,1/1/2014,"1,879,966,374","417,275,446","15,809,409",0
Too Good At Goodbyes,Sam Smith,1,9/8/2017,"2,061,017,397","118,957,400","8,024,678",0
Stay With Me,Sam Smith,1,11/20/2011,"2,086,460,781","264,665,397","12,655,149",0
Lose You To Love Me,Selena Gomez,1,10/23/2019,"1,222,228,366","519,924,812","3,669,533",0
Wolves,Selena Gomez,1,10/25/2017,"1,358,424,406","253,791,542","7,290,982",0
Chantaje,Shakira,1,1/1/2016,"1,006,124,005","270,324,375","7,404,696",0
Hips Don't Lie (feat. Wyclef Jean),Shakira,1,1/1/2005,"1,631,152,967","2,939,466,349","6,770,784",0
If I Can't Have You,Shawn Mendes,1,5/25/2018,"1,015,502,663","102,264,948","3,403,391",0
Mercy,Shawn Mendes,1,8/18/2016,"1,351,515,181","169,125,285","5,017,015",0
Stitches,Shawn Mendes,1,2/10/2015,"1,907,768,690","403,748,250","14,744,823",0
There's Nothing Holdin' Me Back,Shawn Mendes,1,9/23/2016,"2,043,626,431","544,400,947","14,902,121",0
Treat You Better,Shawn Mendes,1,6/3/2016,"2,164,074,552","218,876,789","9,988,881",0
Seï¿½ï¿½o,Shawn Mendes,1,5/25/2018,"2,738,293,818","1,859,977,153","15,254,141",0
Bad Habit,Steve Lacy,1,6/29/2022,"1,087,938,471","2,783,442,788","4,118,983",1
Dark Red,Steve Lacy,1,2/20/2017,"1,315,024,190","558,037,837","3,864,898",0
Don't You Worry Child - Radio Edit,Swedish House Mafia,1,1/1/2012,"1,088,273,121","115,452,865","102,837",0
